Municipality,Establishment,License Number,VGT Count,Amount Played,Amount Won,Net Wager,Funds In,Funds Out,Net Terminal Income,NTI Tax,State Share,Municipality Share
5057,Loves Park,"B & B Gaming, Inc.",190700854.0,6.0,21744328.23,19880981.89,1863346.34,7564869.0,5701502.66,1863366.34,631505.1,538336.76,93168.34
5058,Loves Park,"B J's Place, Ltd.",120700256.0,6.0,721653.02,660799.99,60853.03,267823.0,206969.97,60853.03,20690.09,17647.43,3042.66
5059,Loves Park,"B.O.D. Corp.,",150703728.0,6.0,8008654.48,7325049.85,683604.63,2580016.0,1896411.37,683604.63,228362.6,194182.37,34180.23
5060,Loves Park,"Backyard, Inc.",120703004.0,5.0,10645505.89,9745356.43,900149.46,3471510.0,2571217.94,900292.06,304961.82,259947.2,45014.62
5061,Loves Park,"BAKED-WINGS ROCKFORD, LLC",220703820.0,6.0,212610.44,184614.11,27996.33,90916.0,62919.67,27996.33,9518.76,8118.93,1399.83
5062,Loves Park,"BDC Rockford, LLC",150702477.0,6.0,30040224.5,27353576.14,2686648.36,9723562.0,7036902.86,2686659.14,910094.86,775761.82,134333.04
5063,Loves Park,"Betties Place One, Inc.",130704364.0,6.0,13914316.4,12724731.9,1189584.5,4346238.0,3156649.83,1189588.17,402124.49,342644.99,59479.5
5064,Loves Park,"Betties Place Two, Inc.",130702667.0,6.0,15293141.39,13948275.56,1344865.83,4858962.0,3513995.94,1344966.06,454737.79,387489.41,67248.38
5065,Loves Park,"BJ of Loves Park, Inc.",190703134.0,6.0,4956522.77,4523669.42,432853.35,1807653.0,1374799.39,432853.61,147170.69,125527.93,21642.76
5066,Loves Park,"Bradley Bowl, Inc.",120700563.0,6.0,12716849.82,11565770.74,1151079.08,4359119.0,3208029.92,1151089.08,388792.62,331238.06,57554.56
5067,Loves Park,"Campuzano, Inc.",140703251.0,6.0,13442832.42,12333145.19,1109687.23,4477444.0,3367756.8,1109687.2,375809.82,320325.47,55484.35
5068,Loves Park,Clifford E Johnson V.F.W. Post No 9759,120911413.0,6.0,5915853.44,5407869.2,507984.24,2545985.0,2037999.91,507985.09,171852.21,146452.9,25399.31
5069,Loves Park,DHANYA ENTERPRISES INC.,190703557.0,6.0,12015909.53,11022915.83,992993.7,3924707.0,2931713.3,992993.7,337618.49,287968.74,49649.75
5070,Loves Park,"Dino's Slots, Inc.",220701265.0,6.0,8994053.39,8297133.76,696919.63,3281911.0,2584991.37,696919.63,236952.65,202106.65,34846.0
5071,Loves Park,DOC'S DINER INC.,150701772.0,5.0,4924759.24,4456943.12,467816.12,1652513.0,1184595.66,467917.34,158280.93,134884.99,23395.94
5072,Loves Park,"ERCR, Inc.",120704408.0,6.0,19378908.08,17940734.53,1438173.55,6209080.0,4770894.58,1438185.42,486164.52,414255.1,71909.42
5073,Loves Park,"Extreme Gaming, LLC",180704365.0,6.0,27131383.82,24859167.4,2272216.42,9307194.0,7034977.58,2272216.42,769880.1,656269.23,113610.87
5074,Loves Park,"Finnegan's Cottage, Inc.",120710954.0,5.0,4922450.57,4537064.41,385386.16,1606840.0,1221427.1,385412.9,130417.86,111147.2,19270.66
5075,Loves Park,"FOS, Inc.",120700492.0,6.0,13298051.24,12285965.46,1012085.78,4687041.0,3674954.13,1012086.87,342238.68,291634.25,50604.43
5076,Loves Park,"Fozzy's LP, Inc.",170700324.0,6.0,19799150.86,18085164.62,1713986.24,6814856.0,5100861.65,1713994.35,580607.2,494907.39,85699.81
5077,Loves Park,Frank-Ciao Bella LLC,200702856.0,6.0,3415650.64,3098141.16,317509.48,1260689.0,943179.52,317509.48,107953.68,92078.17,15875.51
5078,Loves Park,Fuji Cajun Inc.,200701811.0,6.0,1061210.42,976405.62,84804.8,348223.0,263418.2,84804.8,28833.7,24593.47,4240.23
5079,Loves Park,G.B. CONSOLIDATED INC.,170700181.0,6.0,16649831.5,15240022.46,1409809.04,5343514.0,3933704.96,1409809.04,477619.1,407128.53,70490.57
5080,Loves Park,"Hope and Anchor English Pub, Inc.",120706849.0,5.0,4261578.0,3936372.12,325205.88,1457992.0,1132786.12,325205.88,109685.45,93425.11,16260.34
5081,Loves Park,"HOUSE OF INDIA, INC.",150702593.0,6.0,12836954.68,11724545.55,1112409.13,3699724.0,2587295.05,1112428.95,376512.41,320890.89,55621.52
5082,Loves Park,"Illinois Café & Service Company, LLC",130704558.0,6.0,18557266.73,16915494.86,1641771.87,5998767.0,4356995.08,1641771.92,555429.2,473340.59,82088.61
5083,Loves Park,"Illinois Café & Service Company, LLC",140701148.0,6.0,26255428.81,24163556.15,2091872.66,9927638.0,7835765.44,2091872.56,707509.74,602916.13,104593.61
5084,Loves Park,"JAXS PUB, INC.",120703487.0,6.0,27238391.9,25201973.45,2036418.45,9261566.0,7225102.55,2036463.45,689676.34,587853.15,101823.19
5085,Loves Park,"JAY CHEHAR KRUPA, CORPORATION",210702422.0,6.0,3147374.9,2859805.19,287569.71,1035731.0,748161.29,287569.71,97773.88,83395.39,14378.49
5086,Loves Park,JFJO Inc.,180704160.0,6.0,8062991.32,7385755.89,677235.43,2621535.0,1944299.57,677235.43,228482.73,194620.9,33861.83
5087,Loves Park,"Jie Xin,Inc.",160704135.0,5.0,5237929.43,4774922.9,463006.53,1900600.0,1437593.47,463006.53,156766.14,133615.75,23150.39
5088,Loves Park,"Joe's Casa Di Amici, Inc.",160702148.0,5.0,1400262.44,1299685.72,100576.72,539256.0,438679.28,100576.72,33870.7,28841.83,5028.87
5089,Loves Park,KELLY J. EVINK LLC,120704054.0,6.0,25829134.99,23521437.49,2307697.5,9330547.0,7022807.65,2307739.35,782138.4,666751.42,115386.98
5090,Loves Park,KELLY J. EVINK LLC,130704134.0,6.0,32919717.99,30152513.81,2767204.18,10255946.0,7488665.43,2767280.57,936787.21,798423.16,138364.05
5091,Loves Park,KPE Oil Inc.,190704130.0,6.0,12236653.1,11132545.98,1104107.12,4217601.0,3113493.33,1104107.67,375397.34,320191.87,55205.47
5092,Loves Park,LADY LUCK OF LOVES PARK INC,230700483.0,6.0,376156.91,366344.87,9812.04,152255.0,142442.96,9812.04,3336.13,2845.53,490.6
5093,Loves Park,"Lang Properties, Inc.",140701057.0,6.0,31237327.52,28554724.83,2682602.69,9979377.0,7296728.36,2682648.64,908797.52,774665.1,134132.42
5094,Loves Park,"Laudicina, Inc.",140701678.0,6.0,23884311.49,21614406.0,2269905.49,8208078.0,5938114.68,2269963.32,768457.61,654959.35,113498.26
5095,Loves Park,"Laudicina, Inc.",180702894.0,6.0,25982799.99,23614471.92,2368328.07,8811863.0,6443530.4,2368332.6,802175.81,683759.07,118416.74
5096,Loves Park,"Loves Park Scuba, Inc.",130704849.0,5.0,4114605.14,3789176.69,325428.45,1236997.0,911450.83,325546.17,110174.92,93897.61,16277.31
5097,Loves Park,"LOVES PARK SHELL, INC.",220701904.0,6.0,655102.35,587387.49,67714.86,225934.0,158219.14,67714.86,23023.08,19637.34,3385.74
5098,Loves Park,"M.P. of Illinois, Inc.",120702308.0,6.0,19117973.41,17483222.5,1634750.91,6661729.0,5026958.22,1634770.78,553842.78,472104.13,81738.65
5099,Loves Park,"MARTY GRAS SLOTS, LLC",140702169.0,6.0,31439162.65,28694653.13,2744509.52,9610375.0,6865864.76,2744510.24,929011.31,791785.73,137225.58
5100,Loves Park,Mi Gordito LLC,220702379.0,6.0,136006.19,122555.82,13450.37,72837.0,59386.07,13450.93,4573.31,3900.77,672.54
5101,Loves Park,NAR-NARAYAN INC.,130706021.0,6.0,11897252.49,10967583.9,929668.59,3900057.0,2970388.41,929668.59,314458.6,267975.1,46483.5
5102,Loves Park,NINO'S INVESTMENTS INC.,180703439.0,6.0,17627912.23,16131442.93,1496469.3,5629782.0,4133291.7,1496490.3,506418.88,431594.21,74824.67
5103,Loves Park,"OPSAHL'S SPIN-N-WIN, INC.",130703036.0,6.0,34398149.19,31234002.44,3164146.75,11585044.0,8420803.43,3164240.57,1071478.65,913266.58,158212.07
5104,Loves Park,"Pala Fuels, Inc.",220702699.0,6.0,907180.58,800124.02,107056.56,330806.0,223749.44,107056.56,36399.28,31046.44,5352.84
5105,Loves Park,Pannaji Inc.,190703302.0,6.0,16306997.19,14672895.66,1634101.53,5768736.0,4134634.14,1634101.86,555595.44,473890.26,81705.18
5106,Loves Park,Paradise Slots LLC,140702252.0,6.0,34182287.87,31491045.52,2691242.35,11543211.0,8851925.99,2691285.01,911481.34,776916.99,134564.35
5107,Loves Park,"Park Bowl, Inc.",120708121.0,6.0,6004803.53,5458122.68,546680.85,2136561.0,1589880.15,546680.85,184807.88,157473.69,27334.19
5108,Loves Park,"Park Lanes, Inc.",120700430.0,6.0,26908417.57,24810294.1,2098123.47,8802992.0,6704679.58,2098312.42,709759.24,604843.51,104915.73
5109,Loves Park,"Park Variety, Inc.",120700502.0,6.0,22333886.02,20367947.03,1965938.99,7072818.0,5106878.9,1965939.1,664887.0,566589.93,98297.07
5110,Loves Park,"Park Variety, Inc.",130701999.0,6.0,25615598.94,23346823.86,2268775.08,8080092.0,5811304.58,2268787.42,768128.65,654689.2,113439.45
5111,Loves Park,"Parth Enterprise, Inc.",220702479.0,5.0,563498.97,512852.88,50646.09,197309.0,146662.91,50646.09,17219.85,14687.52,2532.33
5112,Loves Park,"Pinewoods Restaurant Group, LLC",130704426.0,6.0,29827170.94,27216720.43,2610450.51,9871585.0,7261134.51,2610450.49,883714.04,753191.47,130522.57
5113,Loves Park,"Pinewoods Restaurant Group, LLC",130704913.0,6.0,36997439.07,33853721.39,3143717.68,11646282.0,8502456.38,3143825.62,1064513.75,907322.41,157191.34
5114,Loves Park,"Pinewoods Restaurant Group, LLC",140700173.0,6.0,41385389.03,38038305.93,3347083.1,13227402.0,9880318.9,3347083.1,1133352.5,965998.33,167354.17
5115,Loves Park,"Pinewoods Restaurant Group, LLC",140701076.0,6.0,27383480.7,25083175.44,2300305.26,8572174.0,6271848.69,2300325.31,778516.5,663500.25,115016.25
5116,Loves Park,"Rajji, Inc.",190700033.0,6.0,14962224.41,13639781.72,1322442.69,5550629.0,4227930.31,1322698.69,449144.3,383009.27,66135.03
5117,Loves Park,Rockford Park District,180702782.0,6.0,2509486.37,2283643.07,225843.3,912200.0,686336.7,225863.3,76544.26,65251.01,11293.25
5118,Loves Park,Rockford Pool & Spa Inc,140700640.0,6.0,16023995.82,14769659.82,1254336.0,4268248.0,3013910.45,1254337.55,425148.66,362431.67,62716.99
5119,Loves Park,"ROSATI'S OF LOVES PARK, INC.",200702149.0,5.0,630737.36,575173.03,55564.33,241988.0,186423.67,55564.33,18891.98,16113.73,2778.25
5120,Loves Park,S & M Associates Inc.,220702552.0,6.0,1905839.92,1758469.75,147370.17,551402.0,404031.59,147370.41,50106.05,42737.52,7368.53
5121,Loves Park,SHREEJI BAPA MOTEL INC.,200701754.0,6.0,6602330.91,6044583.2,557747.71,2045553.0,1487533.92,558019.08,189727.17,161826.11,27901.06
5122,Loves Park,Sit N Spin Slots LLC,180703944.0,6.0,12475697.5,11345210.94,1130486.56,4435273.0,3304786.2,1130486.8,382207.44,325683.05,56524.39
5123,Loves Park,Sonco Service Corp.,120708750.0,6.0,4578796.56,4181487.81,397308.75,1608172.0,1210848.25,397323.75,133688.51,113822.31,19866.2
5124,Loves Park,STONE ACQUISITIONS LLC,210700301.0,6.0,8660262.82,7850747.53,809515.29,2999925.0,2190409.71,809515.29,275235.27,234759.52,40475.75
5125,Loves Park,"Tad's Bar & Grill, Inc.",120706049.0,6.0,12034869.38,11057864.73,977004.65,3618870.0,2641864.72,977005.28,330368.19,281517.86,48850.33
5126,Loves Park,TANFORAN LLC,180703833.0,6.0,7987949.66,7210176.63,777773.03,2794340.0,2016566.97,777773.03,264443.42,225554.74,38888.68
5127,Loves Park,"Town Hall Lounge, Inc.",120707724.0,6.0,12569861.0,11521554.35,1048306.65,4506033.0,3457725.35,1048307.65,354788.91,302373.47,52415.44
5128,Loves Park,True Colors Bar/Grill Inc.,220703301.0,6.0,462140.55,416223.83,45916.72,161948.0,116031.28,45916.72,15611.76,13315.9,2295.86
5129,Loves Park,Twins75 Harlem LLC,210703545.0,6.0,5203677.65,4724633.57,479044.08,1797500.0,1318408.42,479091.58,162891.39,138936.78,23954.61
5130,Loves Park,"Vic & Jim's Tap, Inc.",130701183.0,6.0,9314118.45,8478768.82,835349.63,3328372.0,2493021.74,835350.26,283392.69,241625.05,41767.64
5131,Loves Park,WINDSOR PIZZA PARLOR LLC,180701705.0,6.0,13868496.81,12699711.88,1168784.93,4555791.0,3387005.36,1168785.64,395526.47,337087.12,58439.35
5132,Loves Park,"Ye Zi, Inc.",160700407.0,5.0,2346680.9,2149443.44,197237.46,837315.0,640042.05,197272.95,66701.18,56837.45,9863.73
5133,Loves Park,YLXB22 CORP.,220703028.0,6.0,1067299.5,940482.8,126816.7,399908.0,273091.3,126816.7,43117.58,36776.77,6340.81
5134,Loves Park,"ZABENS, INC.",180702883.0,4.0,172957.67,161273.21,11684.46,56808.0,45123.66,11684.34,3855.68,3271.48,584.2
5135,Lovington,"Jerry's East End Tavern, Inc.",120702115.0,6.0,11264503.9,10424039.51,840464.39,4019463.0,3178996.11,840466.89,284798.52,242775.14,42023.38
5136,Lovington,Renfro Family Corporation,210700772.0,6.0,3445516.15,3156201.31,289314.84,1194875.0,905560.16,289314.84,98367.16,83901.39,14465.77
5137,Lovington,"SIDEM, INC.",120706487.0,5.0,1003018.35,935754.85,67263.5,301023.0,233759.11,67263.89,22495.85,19132.66,3363.19
5138,Ludlow,"POP'S PLACE, INC.",120706772.0,6.0,7558333.16,6954335.34,603997.82,2066559.0,1462561.08,603997.92,204600.81,174400.84,30199.97
5139,Lyndon,"BEARS SHOWTOWN USA, INC.",120710089.0,6.0,5189630.29,4699912.19,489718.1,1993805.0,1504087.11,489717.89,165793.52,141307.55,24485.97
5140,Lyndon,"Bushy's Bar & Grill, Inc.",170700403.0,6.0,7003227.24,6374595.12,628632.12,2537070.0,1908437.73,628632.27,213027.61,181595.95,31431.66
5141,Lyndon,GIBSON OIL CO.,130703090.0,6.0,8931866.38,8170734.84,761131.54,2600979.0,1839842.32,761136.68,257749.89,219693.03,38056.86
5142,Lynwood,19606 BURNHAM LLC,190702659.0,6.0,9690488.35,8850592.23,839896.12,3463047.0,2623149.33,839897.67,285470.43,243475.51,41994.92
5143,Lynwood,A K BROTHERS INC.,180702276.0,6.0,16408975.46,15074770.56,1334204.9,5760004.0,4425799.45,1334204.55,451788.38,385078.1,66710.28
5144,Lynwood,"BANK SHOTS BAR AND GRILL, INC.",160703391.0,6.0,16122762.76,14765153.42,1357609.34,6219233.0,4861617.21,1357615.79,459928.32,392047.43,67880.89
5145,Lynwood,"Benny's Place Sportsbar & Grill, Inc.",120705954.0,6.0,21577124.27,19745912.95,1831211.32,7100323.0,5268969.53,1831353.47,620050.48,528482.78,91567.7
5146,Lynwood,"DT ENTERPRISE OF ILLINOIS, LLC",170700280.0,6.0,42384887.86,38823927.27,3560960.59,13371887.0,9810926.41,3560960.59,1206032.86,1027984.69,178048.17
5147,Lynwood,"FAMILY SKATE CENTER II, INC.",160704137.0,5.0,1952924.59,1791636.85,161287.74,607853.0,446564.89,161288.11,54486.33,46421.87,8064.46
5148,Lynwood,Lacey's Place LLC Series Lynwood,160702427.0,6.0,23225560.05,21119130.17,2106429.88,8424135.0,6317683.7,2106451.3,713643.87,608321.36,105322.51
5149,Lynwood,"Lencioni Catering, Inc.- West",140701381.0,6.0,20965691.94,19225804.84,1739887.1,6955901.0,5215986.22,1739914.78,588988.18,501992.4,86995.78
5150,Lynwood,"LISAMEL, LLC",190700126.0,5.0,1705435.94,1570454.69,134981.25,640932.0,505950.55,134981.45,45485.33,38736.32,6749.01
5151,Lynwood,LOLA'S GAMING CAFE INC.,190703263.0,6.0,4036983.97,3667188.7,369795.27,1396742.0,1026946.73,369795.27,125730.78,107240.97,18489.81
5152,Lynwood,"LUCKY RHINO, INC.",180702477.0,6.0,29984691.72,27532714.46,2451977.26,9263257.0,6811279.74,2451977.26,830843.52,708244.62,122598.9
5153,Lynwood,Lynwood Bowl LLC,120700392.0,6.0,25892982.07,23502634.43,2390347.64,9506700.0,7115982.51,2390717.49,809996.13,690460.21,119535.92
5154,Lynwood,"LYNWOOD CARRYOUT, INC.",190701455.0,6.0,15584067.11,14226165.15,1357901.96,5217874.0,3859867.31,1358006.69,461500.82,393600.39,67900.43
5155,Lynwood,"LYNWOOD TAP, LLC",120703367.0,6.0,40286263.1,37066247.16,3220015.94,13105126.0,9885089.46,3220036.54,1090045.06,929043.18,161001.88
5156,Lynwood,"Lynwood Wine & Spirits Inc.,",180700065.0,5.0,4835527.05,4433881.03,401646.02,1657203.0,1255556.98,401646.02,136095.91,116013.51,20082.4
5157,Lynwood,"NEW CORNER BAR & GRILL, INC.",120701387.0,6.0,6416566.6,5950938.29,465628.31,1785883.0,1320252.39,465630.61,156649.06,133367.52,23281.54
5158,Lynwood,Oshana Inc.,160703314.0,5.0,26039.01,22944.02,3094.99,9297.0,6202.01,3094.99,1021.34,866.6,154.74
5159,Lyons,"ADVANCED AMUSEMENT SERVICE, L.L.C.",140700642.0,6.0,13130384.63,11974833.09,1155551.54,3951100.0,2795489.88,1155610.12,391619.5,333838.96,57780.54
5160,Lyons,"AMF Bowling Centers, Inc.",120707904.0,5.0,3848234.29,3482909.34,365324.95,1485837.0,1120512.81,365324.19,123552.31,105286.08,18266.23
5161,Lyons,Clover Restaurant Group LLC,150700580.0,6.0,22433445.54,20312320.1,2121125.44,7330750.0,5209581.65,2121168.35,717800.61,611742.07,106058.54
5162,Lyons,DARLA OF LYONS INC.,220700266.0,6.0,4316472.73,3908102.6,408370.13,1693342.0,1284971.87,408370.13,138845.7,118427.2,20418.5
5163,Lyons,"Illinois Café & Service Company, LLC",140700373.0,6.0,29753388.96,27347949.23,2405439.73,9549071.0,7143458.19,2405612.81,814497.36,694216.65,120280.71
5164,Lyons,"JIMMY'S PLACE ENTERPRISES, INC.",120706075.0,6.0,15860101.02,14486404.75,1373696.27,5176120.0,3802315.56,1373804.44,465080.34,396390.06,68690.28
5165,Lyons,"KFK, INC.",120710155.0,6.0,16215221.42,14934218.18,1281003.24,4896505.0,3615381.66,1281123.34,432650.86,368594.63,64056.23
5166,Lyons,Marlins On Pershing Inc.,120708328.0,6.0,16063986.02,14704531.77,1359454.25,5195963.0,3835026.61,1360936.39,460766.92,392720.02,68046.9
5167,Lyons,P.J. Klem's Restaurant Corp.,120704043.0,6.0,10612590.54,9714783.06,897807.48,3988922.0,3091102.39,897819.61,303977.04,259085.95,44891.09
5168,Lyons,Pembridge LLC,170702768.0,6.0,35657255.79,32530191.5,3127064.29,11927367.0,8800290.61,3127076.39,1059109.77,902755.95,156353.82
5169,Lyons,"Pride Investments, LLC",180703131.0,6.0,11227985.03,10323501.79,904483.24,3942969.0,3038483.83,904485.17,305931.4,260707.12,45224.28
5170,Lyons,REVL INC.,160702361.0,6.0,14044503.16,12831686.53,1212816.63,5070440.0,3857623.37,1212816.63,410407.37,349766.49,60640.88
5171,Lyons,"Rick D Enterprises, Inc.",120708622.0,6.0,11166945.1,10115739.02,1051206.08,3478008.0,2426801.92,1051206.08,355841.35,303280.98,52560.37
5172,Lyons,"Ricki's - Lyons, LLC",160703578.0,6.0,29855719.83,27277467.3,2578252.53,9948784.0,7370528.97,2578255.03,872274.61,743361.69,128912.92
5173,Lyons,"RICKY'S MEXICAN GRILL, LLC",180702087.0,6.0,5958012.68,5423265.81,534746.87,2058995.0,1524244.32,534750.68,181134.86,154397.34,26737.52
5174,Lyons,"Sam's Food & Liquors, Inc.",120711945.0,6.0,11143816.88,10285040.47,858776.41,3231588.0,2372799.59,858788.41,290443.83,247504.31,42939.52
5175,Lyons,"SMILIN GOAT, INC.",180704080.0,6.0,11566846.09,10690860.15,875985.94,3887283.0,3011294.96,875988.04,296588.49,252788.99,43799.5
5176,Lyons,"STELLA'S SPORTS, INC.",160700565.0,6.0,13499555.86,12364092.14,1135463.72,4732420.0,3596874.55,1135545.45,384527.51,327750.14,56777.37
5177,Lyons,"T.J.S. Enterprises, Inc.",120707131.0,6.0,14024601.07,12748382.23,1276218.84,4725140.0,3448921.02,1276218.98,431770.31,367959.39,63810.92
5178,Lyons,TACABRON LYONS LLC,200702219.0,4.0,449809.04,407102.7,42706.34,179422.0,136715.66,42706.34,14520.33,12384.98,2135.35
5179,Lyons,"Tom's Carryout, Inc.",120700636.0,6.0,12070876.82,11088143.55,982733.27,4505876.0,3523140.95,982735.05,332494.69,283357.86,49136.83
5180,Lyons,Waterworks Pizzeria & Tavern INC.,120707751.0,6.0,14347513.58,13012693.89,1334819.69,4624238.0,3289409.51,1334828.49,451658.35,384916.83,66741.52
5181,Machesney Park,"ALTUR3, INC.",120702072.0,5.0,313295.01,288926.18,24368.83,108289.0,83920.16,24368.84,8041.64,6823.21,1218.43
5182,Machesney Park,"AMB Buffet, Inc.",130705916.0,5.0,457275.74,415889.73,41386.01,176524.0,135137.99,41386.01,13657.36,11588.09,2069.27
5183,Machesney Park,"Ann-Lee Management, Inc.",120701991.0,6.0,15092642.18,13716882.06,1375760.12,5008520.0,3632752.01,1375767.99,466135.23,397346.84,68788.39
5184,Machesney Park,ATTITUDES BAR & GRILL INC,120701274.0,6.0,13289015.46,12273511.82,1015503.64,4262955.0,3247445.36,1015509.64,344038.35,293262.74,50775.61
5185,Machesney Park,BET-EZ INC.,120702312.0,6.0,22017972.61,20042538.7,1975433.91,6771186.0,4795750.09,1975435.91,668303.6,569531.74,98771.86
5186,Machesney Park,"Betties Place, Inc.",130701228.0,6.0,16815833.07,15229655.2,1586177.87,5143796.0,3557592.13,1586203.87,536992.17,457681.84,79310.33
5187,Machesney Park,"C L QUICK STOP OF BELVIDERE, INC.",170703096.0,6.0,25732383.61,23437294.92,2295088.69,8778599.0,6483318.89,2295280.11,777182.06,662417.94,114764.12
5188,Machesney Park,"Crazy Times, Inc.",120701311.0,6.0,29586634.13,27022185.7,2564448.43,10386816.0,7822367.52,2564448.48,868517.18,740294.78,128222.4
5189,Machesney Park,"EAM Restaurant Group, LLC",220703517.0,6.0,2131602.94,1945725.41,185877.53,747837.0,561959.47,185877.53,63198.57,53904.65,9293.92
5190,Machesney Park,"Gill's Realty, Inc.",130705884.0,6.0,5851204.11,5351432.83,499771.28,1712539.0,1212724.2,499814.8,168776.67,143785.83,24990.84
5191,Machesney Park,"J & K Properties, Inc.",130702300.0,6.0,3059401.31,2811611.49,247789.82,953598.0,705807.98,247790.02,83016.65,70627.12,12389.53
5192,Machesney Park,NINO'S INVESTMENTS INC.,150702263.0,6.0,20733916.36,19017843.75,1716072.61,6249531.0,4533458.62,1716072.38,581526.18,495722.46,85803.72
5193,Machesney Park,"NJP Holdings, LLC",220700785.0,6.0,4838838.55,4482262.84,356575.71,1577046.0,1220456.58,356589.42,121240.26,103410.8,17829.46
5194,Machesney Park,Paradise Betting L.L.C.,130704019.0,6.0,25682952.59,23703913.73,1979038.86,8392346.0,6413240.49,1979105.51,670038.75,571083.41,98955.34
5195,Machesney Park,Paradise Slots 3 LTD.,200701842.0,6.0,16524263.53,15046464.47,1477799.06,5529080.0,4051280.84,1477799.16,502452.48,428562.41,73890.07
5196,Machesney Park,"Pinewoods Restaurant Group, LLC",140700161.0,6.0,35638892.56,32650183.85,2988708.71,10909742.0,7921010.64,2988731.36,1012604.62,863168.02,149436.6
5197,Machesney Park,"SZE, INC.",190702919.0,6.0,746486.0,678843.4,67642.6,266645.0,199002.29,67642.71,22770.5,19388.37,3382.13
5198,Machesney Park,"West Lane Restaurant, L.L.C.",130700207.0,6.0,13835049.88,12630945.49,1204104.39,5297429.0,4093323.46,1204105.54,408251.04,348045.69,60205.35
5199,Machesney Park,Winnebago County Forest Preserve District,180700209.0,3.0,459694.73,415000.8,44693.93,154828.0,110134.07,44693.93,15183.18,12948.49,2234.69
5200,Mackinaw,"Haynes on Main, LLC",130700866.0,6.0,7972842.68,7310277.52,662565.16,2646432.0,1983866.74,662565.26,224451.24,191322.91,33128.33
5201,Mackinaw,Melanie Kennedy,200702254.0,5.0,5572348.51,5147986.85,424361.66,1837986.0,1413623.49,424362.51,144283.34,123065.23,21218.11
5202,Macomb,AMERICAN LEGION MCDONOUGH COUNTY POST #6,120903486.0,5.0,3611345.67,3321193.0,290152.67,1254239.0,964085.81,290153.19,98443.13,83935.35,14507.78
5203,Macomb,"BOSSMAN ENTERPRISES, LLC",170702822.0,3.0,521838.35,486574.94,35263.41,184904.0,149510.83,35393.17,11944.5,10174.83,1769.67
5204,Macomb,Chubby's Incorporated,200701919.0,5.0,509953.12,481018.87,28934.25,165870.0,136935.75,28934.25,9837.85,8391.11,1446.74
5205,Macomb,"DIGGER'S COLLEGE CITY BOWL, INC.",120702011.0,6.0,10409940.26,9518711.51,891228.75,3225857.0,2334578.51,891278.49,302009.51,257445.48,44564.03
5206,Macomb,FRATERNAL ORDER OF EAGLES 3698 AND ITS AUXILIARY,130803731.0,5.0,1747313.21,1601352.64,145960.57,605109.0,459148.43,145960.57,49498.82,42200.78,7298.04
5207,Macomb,FREAK INC.,130700879.0,5.0,4635148.56,4219471.01,415677.55,1389322.0,973644.45,415677.55,140814.89,120030.99,20783.9
5208,Macomb,"Giles & Giles, Inc.",150702393.0,6.0,1747391.29,1597627.05,149764.24,594329.0,444564.76,149764.24,50029.64,42541.49,7488.15
5209,Macomb,"HOI Enterprises, LTD.",200700969.0,4.0,533312.58,483591.61,49720.97,184178.0,134457.03,49720.97,16730.4,14270.02,2460.38
5210,Macomb,Mac's Convenience Stores LLC,221003929.0,6.0,18413123.61,16796960.49,1616163.12,5230465.0,3613967.6,1616497.4,545455.43,464630.51,80824.92
5211,Macomb,Macomb Lodge #1009 Benevolent and Protective Order of Elks,120810347.0,2.0,703201.68,641204.19,61997.49,247087.0,185089.61,61997.39,20979.04,17879.16,3099.88
5212,Macomb,Macomb Post 1921 Veterans of Foreign Wars of the United States,140900556.0,5.0,3889719.49,3565913.23,323806.26,999991.0,676184.74,323806.26,109533.56,93343.14,16190.42
5213,Macomb,"Niemann Foods, Inc.",180704389.0,6.0,30891135.01,28289712.99,2601422.02,9476941.0,6875198.67,2601742.33,881560.22,751473.06,130087.16
5214,Macomb,"Niemann Foods, Inc.",200702649.0,6.0,11392493.33,10386272.52,1006220.81,3598913.0,2592692.19,1006220.81,342115.24,291804.23,50311.01
5215,Macomb,Sports Corner 61455 Inc.,210703349.0,4.0,675038.67,623125.76,51912.91,235735.0,183822.05,51912.95,17650.48,15054.84,2595.64
5216,Macomb,"T-Bone, Inc.",120703647.0,6.0,3302021.34,3021945.41,280075.93,1218859.0,938780.96,280078.04,94799.94,80795.98,14003.96
5217,Macomb,"THE PACE, LLC",230700048.0,6.0,28962.01,27199.97,1762.04,11774.0,10011.66,1762.34,599.21,511.09,88.12
5218,Macon,51 Bistro Inc.,210701552.0,6.0,3221819.42,2980123.93,241695.49,1112374.0,870678.51,241695.49,82176.64,70091.81,12084.83
5219,Macon,"Blues Bros., Inc. ",120711287.0,6.0,9839453.0,9074351.14,765101.86,3162093.0,2396991.14,765101.86,259181.5,220926.42,38255.08
5220,Macon,MACON PETROLEUM INC.,141002666.0,6.0,32828722.21,29979256.14,2849466.07,9691894.0,6840551.36,2851342.64,966878.14,824310.97,142567.17
5221,Macon,Mattie Dayne Enterprises LLC,200702759.0,6.0,7262166.83,6637273.34,624893.49,2517657.0,1892513.31,625143.69,212549.36,181292.11,31257.25
5222,Macon,"WHIT'S END 51, INC.",130702139.0,6.0,5151885.25,4701058.42,450826.83,1701664.0,1250837.47,450826.53,152663.22,130121.76,22541.46
